,city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
1811,0.0,0.92,1.0,1.0,2.0,2.0,5.0,8.0,300.0,6.0,3.0,12.0,0.0
1812,6.0,0.92,1.0,1.0,2.0,2.0,5.0,14.0,75.0,6.0,2.0,262.0,0.0
1813,15.0,0.91,1.0,1.0,2.0,2.0,5.0,9.0,30.0,6.0,2.0,21.0,0.0
1814,12.0,0.804,2.0,0.0,2.0,2.0,2.0,1.0,2277.964901664145,0.0,1.0,190.0,0.0
1815,15.0,0.91,1.0,1.0,2.0,2.0,5.0,16.0,30.0,4.0,2.0,41.0,0.0
1816,2.0,0.624,1.0,1.0,1.0,2.0,5.0,2.0,300.0,6.0,1.0,222.0,1.0
1817,70.0,0.74,2.0,0.0,2.0,2.0,5.0,5.0,10001.0,6.0,2.0,91.0,0.0
1818,33.0,0.802,1.0,0.0,1.0,2.0,5.0,9.0,300.0,6.0,0.0,14.0,0.0
1819,0.0,0.92,1.0,1.0,2.0,3.0,5.0,21.0,750.0,6.0,3.0,98.0,0.0
1820,23.0,0.939,1.0,1.0,2.0,2.0,5.0,21.0,300.0,6.0,1.0,19.0,0.0
1821,0.0,0.92,1.0,1.0,2.0,2.0,5.0,12.0,3000.0,0.0,2.0,18.0,0.0
1822,0.0,0.92,1.0,0.0,2.0,3.0,5.0,10.0,10001.0,6.0,3.0,3.0,0.0
1823,0.0,0.92,1.0,0.0,2.0,2.0,5.0,2.0,2277.964901664145,0.0,0.0,80.0,0.0
1824,15.0,0.91,1.0,1.0,2.0,2.0,5.0,2.0,75.0,6.0,2.0,87.0,0.0
1825,9.0,0.926,1.0,1.0,2.0,2.0,5.0,16.0,2277.964901664145,0.0,1.0,56.0,1.0
1826,15.0,0.91,1.0,1.0,2.0,2.0,5.0,1.0,10001.0,5.0,1.0,328.0,0.0
1827,0.0,0.92,1.0,1.0,2.0,2.0,5.0,11.0,10001.0,6.0,5.0,17.0,0.0
1828,0.0,0.92,2.0,0.0,0.0,2.0,5.0,0.0,300.0,0.0,0.0,74.0,0.0
1829,0.0,0.92,2.0,1.0,2.0,3.0,5.0,11.0,10001.0,6.0,1.0,37.0,0.0
1830,9.0,0.926,1.0,0.0,1.0,0.0,5.0,5.0,2277.964901664145,0.0,0.0,52.0,0.0
1831,7.0,0.762,2.0,1.0,2.0,2.0,5.0,14.0,75.0,4.0,1.0,21.0,0.0
1832,15.0,0.91,1.0,1.0,2.0,2.0,5.0,21.0,2277.964901664145,0.0,2.0,300.0,0.0
1833,9.0,0.926,1.0,1.0,2.0,3.0,5.0,14.0,30.0,6.0,2.0,92.0,0.0
1834,23.0,0.939,1.0,1.0,2.0,3.0,5.0,21.0,9.0,6.0,5.0,13.0,0.0
1835,0.0,0.92,1.0,1.0,2.0,2.0,5.0,21.0,2277.964901664145,0.0,1.0,161.0,1.0
1836,39.0,0.8959999999999999,1.0,1.0,2.0,3.0,5.0,13.0,300.0,6.0,0.0,34.0,0.0
1837,0.0,0.92,1.0,1.0,2.0,2.0,5.0,21.0,30.0,6.0,5.0,8.0,0.0
1838,36.0,0.897,1.0,1.0,2.0,4.0,5.0,10.0,300.0,6.0,5.0,226.0,0.0
1839,34.0,0.579,1.0,0.0,0.0,1.0,5.0,3.0,2277.964901664145,6.0,0.0,65.0,0.0
1840,15.0,0.91,1.0,1.0,2.0,2.0,5.0,21.0,300.0,6.0,1.0,146.0,0.0
1841,9.0,0.926,1.0,1.0,2.0,2.0,5.0,21.0,9.0,6.0,1.0,34.0,0.0
1842,15.0,0.91,1.0,1.0,2.0,3.0,5.0,9.0,300.0,2.0,1.0,21.0,0.0
1843,12.0,0.804,1.0,1.0,2.0,3.0,5.0,10.0,2277.964901664145,0.0,1.0,84.0,0.0
1844,18.0,0.6659999999999999,1.0,0.0,2.0,2.0,5.0,0.0,10001.0,6.0,1.0,45.0,0.0
1845,15.0,0.91,2.0,0.0,2.0,2.0,5.0,2.0,2277.964901664145,0.0,0.0,36.0,0.0
1846,0.0,0.92,1.0,1.0,2.0,2.0,5.0,8.0,10001.0,6.0,4.0,113.0,1.0
1847,9.0,0.926,1.0,0.0,1.0,1.0,5.0,9.0,2277.964901664145,0.0,0.0,150.0,0.0
1848,15.0,0.91,1.0,1.0,2.0,2.0,5.0,11.0,2277.964901664145,6.0,1.0,6.0,0.0
1849,0.0,0.92,1.0,0.0,2.0,2.0,2.0,15.0,300.0,6.0,3.0,4.0,0.0
1850,36.0,0.897,2.0,1.0,2.0,3.0,5.0,5.0,75.0,4.0,1.0,198.0,0.0
1851,2.0,0.624,2.0,1.0,2.0,2.0,5.0,5.0,2277.964901664145,0.0,1.0,135.0,0.0
1852,0.0,0.92,1.0,1.0,2.0,4.0,5.0,9.0,300.0,4.0,1.0,40.0,0.0
1853,2.0,0.624,1.0,1.0,2.0,2.0,5.0,8.0,75.0,6.0,1.0,6.0,1.0
1854,0.0,0.92,1.0,1.0,2.0,3.0,5.0,21.0,3000.0,6.0,5.0,58.0,0.0
1855,0.0,0.92,1.0,1.0,2.0,2.0,2.0,4.0,2277.964901664145,0.0,1.0,88.0,1.0
1856,25.0,0.55,2.0,1.0,2.0,3.0,5.0,7.0,9.0,3.0,1.0,29.0,0.0
1857,6.0,0.92,1.0,1.0,2.0,2.0,5.0,6.0,75.0,6.0,5.0,168.0,0.0
1858,9.0,0.926,1.0,1.0,2.0,2.0,5.0,10.0,3000.0,6.0,0.0,16.0,0.0
1859,14.0,0.887,1.0,1.0,2.0,2.0,5.0,13.0,9.0,6.0,1.0,192.0,0.0
1860,0.0,0.92,2.0,1.0,2.0,2.0,5.0,9.0,10001.0,6.0,2.0,36.0,1.0
1861,2.0,0.624,1.0,1.0,2.0,2.0,5.0,7.0,75.0,6.0,0.0,35.0,1.0
1862,2.0,0.624,1.0,1.0,2.0,2.0,5.0,8.0,10001.0,6.0,5.0,53.0,1.0
1863,27.0,0.698,1.0,0.0,1.0,2.0,5.0,0.0,2277.964901664145,0.0,1.0,74.0,1.0
1864,37.0,0.949,0.0,0.0,2.0,3.0,5.0,9.0,75.0,0.0,1.0,88.0,0.0
1865,0.0,0.92,1.0,1.0,2.0,3.0,5.0,21.0,10001.0,6.0,5.0,43.0,1.0
1866,0.0,0.92,1.0,1.0,2.0,2.0,5.0,21.0,2277.964901664145,0.0,1.0,41.0,1.0
1867,2.0,0.624,1.0,1.0,2.0,3.0,5.0,8.0,75.0,5.0,4.0,33.0,1.0
1868,90.0,0.83,2.0,0.0,2.0,1.0,5.0,2.0,2277.964901664145,0.0,0.0,2.0,0.0
1869,12.0,0.804,1.0,1.0,2.0,3.0,5.0,9.0,2277.964901664145,0.0,2.0,25.0,1.0
1870,9.0,0.926,1.0,0.0,1.0,1.0,5.0,10.0,2277.964901664145,5.0,1.0,22.0,0.0
1871,0.0,0.92,1.0,0.0,2.0,2.0,5.0,15.0,300.0,6.0,5.0,8.0,0.0
1872,15.0,0.91,1.0,0.0,1.0,2.0,5.0,1.0,2277.964901664145,0.0,1.0,42.0,1.0
1873,94.0,0.698,1.0,0.0,1.0,2.0,5.0,5.0,2277.964901664145,0.0,0.0,72.0,1.0
1874,27.0,0.698,1.0,1.0,2.0,2.0,5.0,7.0,2277.964901664145,0.0,1.0,149.0,0.0
1875,0.0,0.92,1.0,1.0,2.0,2.0,5.0,21.0,300.0,6.0,5.0,49.0,0.0
1876,12.0,0.804,1.0,1.0,2.0,1.0,5.0,5.0,2277.964901664145,0.0,1.0,82.0,0.0
1877,4.0,0.767,1.0,1.0,2.0,2.0,5.0,9.0,2277.964901664145,0.0,1.0,50.0,1.0
1878,23.0,0.939,1.0,1.0,2.0,1.0,5.0,11.0,9.0,6.0,0.0,62.0,0.0
1879,3.0,0.789,1.0,1.0,2.0,2.0,5.0,8.0,300.0,6.0,1.0,212.0,1.0
1880,13.0,0.855,1.0,1.0,2.0,3.0,5.0,15.0,30.0,6.0,5.0,176.0,0.0
1881,9.0,0.926,1.0,0.0,1.0,3.0,5.0,14.0,750.0,5.0,1.0,8.0,0.0
1882,71.0,0.579,1.0,1.0,2.0,2.0,5.0,10.0,9.0,3.0,0.0,24.0,1.0
1883,2.0,0.624,1.0,0.0,2.0,2.0,5.0,1.0,2277.964901664145,0.0,0.0,31.0,0.0
1884,32.0,0.682,1.0,0.0,1.0,2.0,5.0,2.0,2277.964901664145,0.0,2.0,8.0,1.0
1885,12.0,0.804,2.0,1.0,1.0,1.0,5.0,6.0,2277.964901664145,0.0,1.0,99.0,0.0
1886,15.0,0.91,1.0,1.0,2.0,2.0,5.0,21.0,9.0,3.0,5.0,89.0,0.0
1887,0.0,0.92,1.0,0.0,2.0,2.0,5.0,3.0,75.0,0.0,1.0,32.0,0.0
1888,3.0,0.789,1.0,0.0,1.0,2.0,5.0,5.0,2277.964901664145,0.0,1.0,156.0,1.0
1889,2.0,0.624,1.0,1.0,1.0,3.0,5.0,12.0,2277.964901664145,5.0,2.0004270082732853,35.0,0.0
1890,12.0,0.804,1.0,0.0,2.0,2.0,2.0,1.0,3000.0,6.0,1.0,26.0,0.0
1891,34.0,0.579,2.0,0.0,2.0,1.0,5.0,3.0,2277.964901664145,0.0,0.0,218.0,0.0
1892,13.0,0.855,1.0,1.0,2.0,3.0,5.0,11.0,300.0,6.0,1.0,6.0,0.0
1893,9.0,0.926,2.0,1.0,1.0,2.0,5.0,3.0,2277.964901664145,0.0,1.0,54.0,0.0
1894,36.0,0.897,2.0,0.0,1.0,1.0,5.0,4.0,2277.964901664145,0.0,2.0,14.0,0.0
1895,93.0,0.725,2.0,0.0,1.0,3.0,5.0,8.0,2277.964901664145,0.0,1.0,27.0,0.0
1896,19.0,0.5579999999999999,1.0,1.0,1.0,2.0,5.0,4.0,9.0,0.0,2.0,19.0,0.0
1897,36.0,0.897,1.0,1.0,2.0,3.0,5.0,9.0,10001.0,6.0,2.0,47.0,0.0
1898,81.0,0.722,2.0,0.0,2.0,3.0,5.0,12.0,2277.964901664145,0.0,5.0,98.0,0.0
1899,17.0,0.924,2.0,1.0,2.0,3.0,5.0,8.0,2277.964901664145,0.0,0.0,40.0,0.0
1900,0.0,0.92,1.0,1.0,2.0,2.0,5.0,14.0,75.0,6.0,2.0,39.0,0.0
1901,9.0,0.926,1.0,1.0,0.0,2.0,5.0,21.0,2277.964901664145,0.0,0.0,52.0,0.0
1902,58.0,0.899,1.0,1.0,2.0,2.0,5.0,6.0,750.0,0.0,2.0,28.0,1.0
1903,9.0,0.926,1.0,1.0,2.0,2.0,5.0,6.0,3000.0,6.0,1.0,182.0,0.0
1904,44.0,0.698,2.0,0.0,1.0,2.0,5.0,7.0,300.0,6.0,2.0,44.0,0.0
1905,58.0,0.899,1.0,0.0,2.0,3.0,1.0,16.0,2277.964901664145,0.0,0.0,35.0,0.0
1906,29.0,0.7959999999999999,1.0,1.0,1.0,2.0,3.0,9.0,2277.964901664145,4.0,1.0,29.0,0.0
1907,15.0,0.91,1.0,0.0,1.0,1.0,5.0,4.0,2277.964901664145,0.0,1.0,78.0,0.0
1908,0.0,0.92,1.0,1.0,2.0,2.0,3.0,7.0,9.0,6.0,5.0,125.0,0.0
1909,6.0,0.92,2.0,1.0,2.0,2.0,2.0,1.0,2277.964901664145,0.0,1.0,35.0,1.0
1910,0.0,0.92,2.0,1.0,2.0,2.0,5.0,21.0,75.0,6.0,4.0,69.0,0.0
1911,28.0,0.893,1.0,1.0,2.0,2.0,5.0,6.0,300.0,3.0,1.0,52.0,0.0
1912,43.0,0.925,2.0,1.0,2.0,2.0,5.0,9.0,9.0,6.0,1.0,90.0,0.0
1913,13.0,0.855,1.0,1.0,2.0,1.0,5.0,17.0,2277.964901664145,0.0,1.0,56.0,0.0
1914,46.0,0.7759999999999999,1.0,1.0,2.0,3.0,5.0,11.0,2277.964901664145,0.0,1.0,153.0,0.0
1915,66.0,0.738,2.0,1.0,1.0,2.0,5.0,5.0,300.0,6.0,0.0,40.0,0.0
1916,0.0,0.92,2.0,1.0,2.0,3.0,5.0,11.0,30.0,6.0,5.0,47.0,0.0
1917,2.0,0.624,1.0,1.0,2.0,2.0,4.0,6.0,3000.0,6.0,1.0,17.0,1.0
1918,6.0,0.92,1.0,1.0,2.0,3.0,5.0,21.0,2277.964901664145,0.0,5.0,51.0,1.0
1919,15.0,0.91,1.0,1.0,2.0,2.0,5.0,21.0,3000.0,5.0,5.0,23.0,0.0
1920,17.0,0.924,1.0,1.0,2.0,1.0,5.0,21.0,2277.964901664145,0.0,5.0,80.0,0.0
1921,6.0,0.92,2.0,0.0,2.0,4.0,5.0,21.0,7500.0,5.0,5.0,19.0,0.0
1922,8.0,0.913,1.0,1.0,2.0,2.0,1.0,10.0,7500.0,5.0,1.0,7.0,0.0
1923,13.0,0.855,1.0,1.0,2.0,2.0,5.0,7.0,3000.0,6.0,2.0,100.0,1.0
1924,64.0,0.527,1.0,0.0,2.0,2.0,5.0,5.0,300.0,6.0,1.0,15.0,0.0
1925,0.0,0.92,1.0,1.0,2.0,2.0,3.0,9.0,75.0,6.0,1.0,9.0,0.0
1926,0.0,0.92,1.0,1.0,2.0,3.0,5.0,21.0,3000.0,5.0,5.0,36.0,0.0
1927,0.0,0.92,1.0,1.0,2.0,4.0,5.0,21.0,2277.964901664145,0.0,1.0,72.0,1.0
1928,36.0,0.897,1.0,1.0,1.0,3.0,5.0,7.0,2277.964901664145,0.0,1.0,6.0,1.0
1929,0.0,0.92,1.0,1.0,2.0,2.0,5.0,6.0,300.0,6.0,1.0,25.0,0.0
1930,16.0,0.884,1.0,1.0,2.0,3.0,5.0,19.0,9.0,4.0,1.0,41.0,0.0
1931,9.0,0.926,2.0,1.0,2.0,1.0,5.0,9.0,2277.964901664145,0.0,1.0,42.0,0.0
1932,0.0,0.92,1.0,1.0,2.0,2.0,5.0,12.0,2277.964901664145,0.0,1.0,190.0,0.0
1933,5.0,0.764,1.0,1.0,2.0,3.0,5.0,14.0,300.0,2.0,1.0,51.0,0.0
1934,2.0,0.624,1.0,1.0,2.0,2.0,5.0,1.0,2277.964901664145,0.0,0.0,162.0,1.0
1935,48.0,0.939,1.0,0.0,1.0,1.0,5.0,2.0,2277.964901664145,0.0,0.0,46.0,0.0
1936,28.0,0.893,2.0,1.0,2.0,1.0,5.0,21.0,10001.0,6.0,5.0,35.0,0.0
1937,7.0,0.762,1.0,1.0,0.0,2.0,5.0,12.0,750.0,6.0,2.0,70.0,0.0
1938,2.0,0.624,1.0,1.0,1.0,2.0,5.0,2.0,75.0,6.0,0.0,50.0,1.0
1939,0.0,0.92,1.0,1.0,2.0,2.0,5.0,9.0,3000.0,6.0,5.0,16.0,0.0
1940,2.0,0.624,1.0,0.0,1.0,3.0,5.0,5.0,75.0,6.0,4.0,6.0,0.0
1941,15.0,0.91,2.0,1.0,2.0,2.0,5.0,10.0,10001.0,6.0,1.0,9.0,0.0
1942,9.0,0.926,2.0,1.0,2.0,3.0,5.0,21.0,9.0,6.0,2.0,34.0,0.0
1943,62.0,0.89,2.0,1.0,2.0,1.0,5.0,16.0,3000.0,6.0,3.0,48.0,0.0
1944,15.0,0.91,1.0,1.0,2.0,1.0,5.0,5.0,9.0,3.0,1.0,98.0,1.0
1945,80.0,0.479,1.0,1.0,2.0,2.0,5.0,18.0,2277.964901664145,0.0,0.0,61.0,1.0
1946,2.0,0.624,1.0,0.0,1.0,1.0,5.0,4.0,2277.964901664145,0.0,0.0,74.0,1.0
1947,8.0,0.913,2.0,1.0,2.0,4.0,5.0,21.0,9.0,3.0,5.0,17.0,0.0
1948,13.0,0.855,2.0,0.0,1.0,2.0,5.0,14.0,2277.964901664145,0.0,1.0,156.0,0.0
1949,36.0,0.897,1.0,1.0,2.0,3.0,5.0,5.0,2277.964901664145,0.0,5.0,8.0,0.0
1950,17.0,0.924,1.0,1.0,1.0,2.0,5.0,6.0,2277.964901664145,0.0,1.0,45.0,0.0
1951,12.0,0.804,1.0,0.0,1.0,1.0,5.0,6.0,30.0,3.0,1.0,43.0,0.0
1952,12.0,0.804,1.0,1.0,2.0,0.0,5.0,11.0,2277.964901664145,0.0,5.0,78.0,0.0
1953,64.0,0.527,1.0,1.0,2.0,2.0,5.0,2.0,30.0,6.0,0.0,28.0,0.0
1954,6.0,0.92,1.0,1.0,2.0,2.0,5.0,10.0,30.0,6.0,1.0,44.0,0.0
1955,57.0,0.743,1.0,1.0,2.0,2.0,5.0,12.0,300.0,0.0,3.0,100.0,0.0
1956,40.0,0.836,1.0,1.0,2.0,3.0,5.0,17.0,75.0,4.0,1.0,116.0,0.0
1957,0.0,0.92,1.0,1.0,2.0,2.0,5.0,16.0,10001.0,6.0,1.0,48.0,0.0
1958,64.0,0.527,1.0,0.0,2.0,2.0,5.0,3.0,750.0,4.0,1.0,30.0,0.0
1959,0.0,0.92,1.0,1.0,0.0,2.0,5.0,5.0,9.0,3.0,1.0,17.0,1.0
1960,2.0,0.624,1.0,1.0,1.0,2.0,5.0,3.0,30.0,6.0,1.0,53.0,1.0
1961,35.0,0.878,1.0,1.0,2.0,1.0,5.0,17.0,2277.964901664145,0.0,1.0,34.0,0.0
1962,0.0,0.92,2.0,1.0,2.0,2.0,5.0,6.0,75.0,4.0,1.0,21.0,0.0
1963,0.0,0.92,1.0,1.0,2.0,2.0,5.0,6.0,75.0,6.0,2.0,148.0,0.0
1964,36.0,0.897,2.0,1.0,2.0,3.0,5.0,2.0,9.0,3.0,2.0004270082732853,54.0,0.0
1965,0.0,0.92,1.0,1.0,0.0,2.0,5.0,6.0,3000.0,0.0,1.0,26.0,0.0
1966,14.0,0.887,1.0,1.0,2.0,3.0,5.0,6.0,9.0,6.0,1.0,44.0,0.0
1967,17.0,0.924,1.0,1.0,1.0,2.0,5.0,6.0,75.0,6.0,1.0,86.0,0.0
1968,18.0,0.6659999999999999,1.0,1.0,2.0,2.0,5.0,12.0,300.0,6.0,5.0,32.0,0.0
1969,6.0,0.92,1.0,1.0,2.0,2.0,5.0,21.0,300.0,6.0,3.0,35.0,0.0
1970,9.0,0.926,1.0,1.0,2.0,3.0,5.0,14.0,75.0,6.0,1.0,23.0,1.0
1971,0.0,0.92,1.0,1.0,2.0,2.0,5.0,21.0,10001.0,6.0,5.0,7.0,0.0
1972,16.0,0.884,1.0,1.0,0.0,2.0,5.0,21.0,2277.964901664145,0.0,2.0,6.0,1.0
1973,0.0,0.92,2.0,1.0,2.0,2.0,1.0,5.0,10001.0,0.0,2.0,83.0,0.0
1974,73.0,0.698,1.0,0.0,1.0,2.0,5.0,5.0,10001.0,6.0,1.0,24.0,0.0
1975,0.0,0.92,0.0,1.0,2.0,2.0,3.0,2.0,750.0,0.0,1.0,96.0,0.0
1976,17.0,0.924,2.0,0.0,2.0,2.0,5.0,7.0,2277.964901664145,0.0,4.0,90.0,0.0
1977,50.0,0.903,1.0,1.0,2.0,2.0,5.0,21.0,300.0,6.0,2.0,89.0,0.0
1978,2.0,0.624,1.0,1.0,2.0,3.0,5.0,5.0,750.0,6.0,1.0,10.0,1.0
1979,9.0,0.926,1.0,0.0,1.0,1.0,5.0,14.0,2277.964901664145,0.0,0.0,3.0,0.0
1980,4.0,0.767,2.0,1.0,1.0,2.0,5.0,6.0,750.0,2.0,1.0,155.0,0.0
1981,2.0,0.624,1.0,1.0,2.0,2.0,5.0,4.0,2277.964901664145,0.0,1.0,16.0,0.0
1982,0.0,0.92,1.0,0.0,2.0,2.0,5.0,11.0,2277.964901664145,0.0,1.0,35.0,1.0
1983,0.0,0.92,2.0,0.0,2.0,3.0,2.0,3.0,10001.0,1.0,2.0004270082732853,131.0,0.0
1984,0.0,0.92,1.0,1.0,2.0,2.0,5.0,21.0,30.0,6.0,2.0,160.0,0.0
1985,22.0,0.754,1.0,1.0,2.0,2.0,5.0,21.0,750.0,6.0,4.0,47.0,1.0
1986,15.0,0.91,2.0,1.0,2.0,2.0,5.0,21.0,30.0,6.0,1.0,30.0,0.0
1987,0.0,0.92,1.0,1.0,2.0,3.0,5.0,21.0,300.0,0.0,1.0,68.0,0.0
1988,2.0,0.624,1.0,1.0,1.0,2.0,5.0,5.0,9.0,3.0,0.0,57.0,1.0
1989,2.0,0.624,1.0,0.0,1.0,1.0,5.0,5.0,2277.964901664145,0.0,0.0,47.0,1.0
1990,7.0,0.762,1.0,0.0,0.0,2.0,5.0,5.0,2277.964901664145,0.0,1.0,32.0,1.0
1991,3.0,0.789,1.0,1.0,1.0,2.0,5.0,15.0,2277.964901664145,0.0,1.0,108.0,1.0
1992,2.0,0.624,1.0,1.0,1.0,3.0,5.0,4.0,75.0,6.0,1.0,151.0,1.0
1993,13.0,0.855,1.0,1.0,2.0,2.0,5.0,14.0,300.0,6.0,5.0,53.0,0.0
1994,12.0,0.804,1.0,1.0,2.0,2.0,5.0,21.0,300.0,6.0,5.0,8.0,0.0
1995,0.0,0.92,2.0,0.0,1.0,2.0,5.0,4.0,2277.964901664145,5.0,1.0,15.0,0.0
1996,2.0,0.624,1.0,0.0,0.0,2.0,5.0,2.0,2277.964901664145,0.0,0.0,77.0,1.0
1997,17.0,0.924,2.0,0.0,1.0,1.0,5.0,2.0,30.0,3.0,1.0,74.0,0.0
1998,48.0,0.939,1.0,0.0,2.0,2.0,5.0,4.0,3000.0,5.0,1.0,14.0,1.0
1999,0.0,0.92,1.0,1.0,2.0,1.0,5.0,6.0,30.0,6.0,5.0,62.0,0.0
2000,0.0,0.92,1.0,1.0,2.0,2.0,5.0,18.0,750.0,6.0,5.0,164.0,0.0
2001,27.0,0.698,1.0,1.0,1.0,2.0,5.0,4.0,300.0,6.0,2.0,26.0,1.0
2002,0.0,0.92,1.0,1.0,2.0,2.0,5.0,13.0,300.0,6.0,1.0,29.0,0.0
2003,15.0,0.91,1.0,1.0,2.0,2.0,5.0,5.0,300.0,4.0,3.0,73.0,0.0
2004,2.0,0.624,1.0,1.0,2.0,2.0,5.0,7.0,75.0,6.0,1.0,12.0,1.0
2005,9.0,0.926,1.0,0.0,2.0,3.0,5.0,19.0,3000.0,5.0,5.0,48.0,0.0
2006,0.0,0.92,1.0,1.0,2.0,2.0,5.0,12.0,10001.0,6.0,4.0,138.0,0.0
2007,12.0,0.804,1.0,1.0,2.0,2.0,1.0,17.0,2277.964901664145,0.0,2.0004270082732853,73.0,0.0
2008,36.0,0.897,1.0,1.0,2.0,3.0,5.0,7.0,30.0,6.0,2.0,64.0,0.0
2009,9.0,0.926,1.0,0.0,0.0,2.0,5.0,5.0,10001.0,5.0,5.0,54.0,1.0
2010,0.0,0.92,1.0,0.0,1.0,2.0,5.0,10.0,2277.964901664145,0.0,3.0,78.0,1.0
2011,38.0,0.925,1.0,1.0,0.0,3.0,5.0,9.0,75.0,6.0,4.0,52.0,0.0
2012,25.0,0.55,1.0,1.0,2.0,2.0,5.0,16.0,75.0,6.0,3.0,18.0,1.0
2013,0.0,0.92,1.0,0.0,2.0,2.0,5.0,17.0,7500.0,6.0,5.0,67.0,0.0
2014,2.0,0.624,1.0,1.0,1.0,2.0,5.0,6.0,30.0,6.0,1.0,232.0,1.0
2015,27.0,0.698,1.0,0.0,1.0,2.0,5.0,1.0,2277.964901664145,0.0,1.0,13.0,0.0
2016,15.0,0.91,2.0,1.0,2.0,2.0,5.0,13.0,30.0,6.0,5.0,29.0,0.0
2017,28.0,0.893,1.0,1.0,0.0,2.0,0.0,9.0,30.0,6.0,2.0,38.0,0.0
2018,5.0,0.764,1.0,1.0,2.0,2.0,5.0,3.0,9.0,6.0,1.0,12.0,0.0
2019,0.0,0.92,1.0,1.0,2.0,3.0,5.0,17.0,2277.964901664145,0.0,5.0,65.0,1.0
2020,4.0,0.767,2.0,1.0,2.0,2.0,5.0,18.0,300.0,6.0,0.0,14.0,0.0
2021,0.0,0.92,2.0,0.0,1.0,2.0,5.0,3.0,2277.964901664145,0.0,1.0,49.0,0.0
2022,35.0,0.878,1.0,1.0,2.0,3.0,5.0,21.0,75.0,6.0,5.0,25.0,0.0
2023,2.0,0.624,1.0,1.0,0.0,2.0,5.0,4.0,300.0,6.0,1.0,82.0,1.0
2024,48.0,0.939,2.0,1.0,2.0,3.0,5.0,7.0,300.0,2.0,5.0,77.0,1.0
2025,9.0,0.926,1.0,1.0,2.0,3.0,5.0,8.0,10001.0,6.0,2.0,6.0,1.0
2026,13.0,0.855,2.0,1.0,1.0,2.0,5.0,4.0,30.0,3.0,3.0,81.0,0.0
2027,2.0,0.624,1.0,1.0,0.0,3.0,5.0,5.0,30.0,3.0,3.0,6.0,1.0
2028,29.0,0.7959999999999999,1.0,0.0,1.0,1.0,5.0,4.0,3000.0,0.0,1.0,53.0,0.0
2029,7.0,0.762,1.0,1.0,2.0,3.0,5.0,21.0,7500.0,6.0,5.0,15.0,0.0
2030,22.0,0.754,2.0,1.0,2.0,2.0,5.0,5.0,300.0,6.0,3.0,28.0,0.0
2031,80.0,0.479,1.0,0.0,1.0,2.0,1.0,3.0,2277.964901664145,0.0,3.0,11.0,1.0
2032,2.0,0.624,1.0,0.0,2.0,2.0,5.0,21.0,10001.0,6.0,4.0,24.0,0.0
2033,0.0,0.92,1.0,1.0,2.0,2.0,5.0,7.0,300.0,6.0,4.0,39.0,0.0
2034,15.0,0.91,1.0,1.0,2.0,2.0,5.0,2.0,300.0,6.0,1.0,53.0,0.0
2035,18.0,0.6659999999999999,1.0,1.0,2.0,2.0,5.0,11.0,75.0,6.0,2.0,84.0,1.0
2036,2.0,0.624,2.0,0.0,2.0,2.0,5.0,4.0,2277.964901664145,0.0,4.0,29.0,1.0
2037,14.0,0.887,1.0,0.0,2.0,4.0,4.0,21.0,10001.0,5.0,2.0004270082732853,14.0,0.0
2038,0.0,0.92,1.0,1.0,2.0,2.0,1.0,5.0,10001.0,6.0,1.0,28.0,0.0
2039,2.0,0.624,1.0,0.0,1.0,1.0,5.0,3.0,2277.964901664145,0.0,0.0,75.0,0.0
2040,6.0,0.92,1.0,1.0,2.0,2.0,5.0,14.0,75.0,6.0,1.0,30.0,0.0
2041,2.0,0.624,1.0,1.0,0.0,2.0,5.0,13.0,10001.0,6.0,4.0,154.0,0.0
2042,13.0,0.855,2.0,1.0,2.0,2.0,5.0,10.0,75.0,6.0,4.0,85.0,0.0
2043,16.0,0.884,2.0,0.0,2.0,2.0,3.0,21.0,750.0,0.0,2.0,54.0,0.0
2044,2.0,0.624,1.0,1.0,1.0,2.0,5.0,5.0,2277.964901664145,0.0,0.0,11.0,1.0
2045,22.0,0.754,1.0,0.0,1.0,2.0,5.0,6.0,3000.0,6.0,3.0,8.0,0.0
2046,50.0,0.903,1.0,1.0,2.0,2.0,1.0,12.0,75.0,4.0,1.0,11.0,0.0
2047,0.0,0.92,2.0,1.0,2.0,2.0,1.0,2.0,300.0,6.0,1.0,162.0,0.0
2048,13.0,0.855,2.0,1.0,0.0,2.0,5.0,7.0,75.0,6.0,1.0,63.0,0.0
2049,36.0,0.897,1.0,0.0,1.0,2.0,5.0,2.0,2277.964901664145,0.0,1.0,29.0,1.0
2050,2.0,0.624,1.0,1.0,1.0,3.0,5.0,4.0,2277.964901664145,0.0,1.0,64.0,1.0
2051,13.0,0.855,1.0,1.0,2.0,3.0,5.0,11.0,75.0,6.0,2.0,8.0,0.0
2052,2.0,0.624,1.0,0.0,1.0,1.0,5.0,3.0,2277.964901664145,0.0,0.0,280.0,1.0
2053,0.0,0.92,1.0,1.0,2.0,2.0,1.0,6.0,2277.964901664145,0.0,2.0,18.0,0.0
2054,0.0,0.92,1.0,1.0,2.0,2.0,4.0,5.0,2277.964901664145,0.0,1.0,32.0,1.0
2055,2.0,0.624,1.0,1.0,1.0,3.0,5.0,5.0,2277.964901664145,0.0,1.0,69.0,0.0
